Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,GarageYrBlt_NA
299,60,RL,11700,Pave,cat_NA,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365,Gd,TA,CBlock,TA,TA,No,ALQ,384,Rec,175,143,6.555356891810665,GasA,Gd,Y,SBrkr,6.948897222313312,702,0,7.463936604468925,0,1,1,2,3,1,TA,7,Typ,1,Gd,Attchd,1968,Unf,2,6.29156913955832,TA,TA,Y,224,0,0,0,0,0,cat_NA,cat_NA,cat_NA,0,6,2007,WD,Normal,175000,0
300,20,RL,14000,Pave,cat_NA,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,1092,6.996681488176539,GasA,Ex,Y,SBrkr,7.050122520269059,0,0,7.050122520269059,0,1,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,1950,Unf,1,5.707110264748875,TA,TA,Y,0,36,0,0,0,0,cat_NA,GdPrv,cat_NA,0,8,2009,WD,Family,158500,0
301,190,RL,15750,Pave,cat_NA,Reg,Lvl,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56,TA,TA,CBlock,TA,TA,Mn,BLQ,841,Unf,0,324,7.061334366910438,GasA,TA,Y,SBrkr,7.198183577101943,0,0,7.198183577101943,1,0,1,0,2,1,TA,5,Typ,2,Gd,Attchd,1953,Unf,1,5.929589143389895,TA,TA,Y,0,0,0,0,0,0,cat_NA,cat_NA,cat_NA,0,6,2006,WD,Normal,157000,0
302,60,RL,16226,Pave,cat_NA,IR3,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,281,Unf,0,747,6.9363427358340495,GasA,Ex,Y,SBrkr,7.099201743553092,1242,0,7.8050670442584895,0,0,2,1,4,1,Gd,9,Typ,1,TA,BuiltIn,1998,Fin,2,6.52795791762255,TA,TA,Y,208,50,0,0,0,0,cat_NA,cat_NA,cat_NA,0,5,2007,WD,Normal,267000,0
303,20,RL,13704,Pave,cat_NA,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1541,7.340835554123275,GasA,Ex,Y,SBrkr,7.340835554123275,0,0,7.340835554123275,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001,RFn,3,6.738152494595957,TA,TA,Y,468,81,0,0,0,0,cat_NA,cat_NA,cat_NA,0,1,2006,WD,Normal,205000,0
304,20,RL,9800,Pave,cat_NA,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,No,ALQ,894,Unf,0,0,6.796823718274855,GasA,TA,Y,SBrkr,6.796823718274855,0,0,6.796823718274855,1,0,1,0,3,1,TA,5,Typ,0,cat_NA,Attchd,1975,Unf,2,6.315358001522335,TA,TA,Y,256,0,0,0,0,0,cat_NA,GdWo,cat_NA,0,7,2006,WD,Abnorml,149900,0
305,75,RM,18386,Pave,cat_NA,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1470,7.293697720601438,GasA,Ex,Y,SBrkr,7.424165281042028,1818,0,8.158802490694002,0,0,3,0,3,1,Gd,10,Typ,1,Ex,Attchd,2003,Unf,3,6.769641976852503,TA,TA,Y,302,0,0,0,0,0,cat_NA,cat_NA,cat_NA,0,5,2008,WD,Normal,295000,0
306,20,RL,10386,Pave,cat_NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CmentBd,Stone,246,Gd,TA,PConc,Gd,TA,No,GLQ,1464,Unf,0,536,7.601402334583733,GasA,Ex,Y,SBrkr,7.601402334583733,0,0,7.601402334583733,1,0,2,0,3,1,Gd,8,Typ,0,cat_NA,Attchd,2004,Fin,3,6.790097235513905,TA,TA,Y,168,0,0,0,0,0,cat_NA,cat_NA,cat_NA,0,7,2007,WD,Normal,305900,0
307,60,RL,13474,Pave,cat_NA,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246,Gd,TA,CBlock,Gd,TA,No,ALQ,700,Unf,0,0,6.55250788703459,GasA,Gd,Y,SBrkr,7.023758954738443,1121,0,7.716015266642587,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1990,RFn,3,6.616065185132817,TA,TA,Y,127,44,224,0,0,0,cat_NA,cat_NA,cat_NA,0,6,2007,WD,Normal,225000,0
308,50,RM,7920,Pave,Grvl,IR1,Lvl,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,319,5.768320995793772,GasA,TA,Y,FuseA,6.943122422819428,371,0,7.249215057114389,0,0,1,0,3,1,Fa,6,Typ,0,cat_NA,cat_NA,1978,cat_NA,0,0.0,cat_NA,cat_NA,N,0,144,0,0,0,0,cat_NA,MnPrv,cat_NA,0,3,2008,WD,Normal,89500,1
309,30,RL,12342,Pave,cat_NA,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,262,Unf,0,599,6.759255270663693,GasA,Ex,Y,SBrkr,6.759255270663693,0,0,6.759255270663693,0,0,1,0,1,1,TA,4,Typ,0,cat_NA,Detchd,1961,Unf,2,6.29156913955832,TA,TA,Y,158,0,0,0,0,0,cat_NA,cat_NA,cat_NA,0,3,2009,WD,Normal,82500,0
310,20,RL,12378,Pave,cat_NA,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274,Unf,0,622,7.5480289699350145,GasA,Ex,Y,SBrkr,7.573017256052546,0,0,7.573017256052546,1,0,2,0,3,1,Ex,8,Typ,3,Ex,Attchd,2003,Fin,3,6.5638555265321274,TA,TA,Y,208,175,0,0,0,0,cat_NA,cat_NA,cat_NA,0,11,2006,WD,Normal,360000,0
311,60,RL,7685,Pave,cat_NA,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112,TA,TA,PConc,Gd,TA,No,ALQ,518,Unf,0,179,6.548219102762372,GasA,Gd,Y,SBrkr,6.548219102762372,804,0,7.31455283232408,0,0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,1993,Fin,2,6.042632833682381,TA,TA,Y,190,63,0,0,0,0,cat_NA,cat_NA,cat_NA,0,5,2006,WD,Normal,165600,0
312,20,RL,8000,Pave,cat_NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,680,Unf,0,292,6.880384082186005,GasA,Ex,Y,SBrkr,6.880384082186005,0,0,6.880384082186005,1,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1948,Unf,1,5.484796933490655,TA,TA,Y,0,0,0,0,0,0,cat_NA,cat_NA,cat_NA,0,5,2009,WD,Normal,132000,0
313,190,RM,7800,Pave,cat_NA,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,Gd,TA,Mn,Rec,507,Unf,0,286,6.677083461247136,GasA,TA,Y,SBrkr,6.677083461247136,325,0,7.020190708311925,1,0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1939,Unf,2,6.018593214496234,TA,TA,Y,0,0,0,0,271,0,cat_NA,MnPrv,cat_NA,0,5,2006,WD,Normal,119900,0
314,20,RL,215245,Pave,cat_NA,IR3,Low,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1236,Rec,820,80,7.667158255319148,GasW,TA,Y,SBrkr,7.619233416226805,0,0,7.619233416226805,2,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1965,RFn,2,6.2422232654551655,TA,TA,Y,0,0,0,0,0,0,cat_NA,cat_NA,cat_NA,0,6,2009,WD,Normal,375000,0
315,70,RM,9600,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Gd,No,LwQ,16,Unf,0,712,6.591673732008658,GasA,Ex,Y,SBrkr,6.725033642166843,809,0,7.403670290012373,0,1,1,1,3,1,Ex,6,Typ,1,Gd,Detchd,1925,Unf,2,6.304448802421981,Fa,TA,Y,0,0,234,0,0,0,cat_NA,cat_NA,cat_NA,0,8,2006,WD,Normal,178000,0
316,60,RL,7795,Pave,cat_NA,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,425,Unf,0,291,6.57507584059962,GasA,Ex,Y,SBrkr,6.57507584059962,716,0,7.267525427828172,1,0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2004,Fin,2,6.07073772800249,TA,TA,Y,100,51,0,0,0,0,cat_NA,cat_NA,cat_NA,0,7,2009,WD,Normal,188500,0
317,60,RL,13005,Pave,cat_NA,IR1,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,BrkFace,278,Gd,TA,CBlock,Gd,TA,No,GLQ,692,Unf,0,153,6.740519359606223,GasA,TA,Y,SBrkr,7.050989447068045,1200,0,7.763871287820222,1,0,2,1,4,1,Ex,10,Typ,1,TA,Attchd,1983,RFn,2,6.184148890937483,TA,TA,Y,288,195,0,0,0,0,cat_NA,GdPrv,cat_NA,0,8,2009,WD,Normal,260000,0
318,60,FV,9000,Pave,cat_NA,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1088,6.9930151229329605,GasA,Ex,Y,SBrkr,6.9930151229329605,871,0,7.580699752224563,0,0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,2006,RFn,3,6.933423025730715,TA,TA,Y,208,46,0,0,0,0,cat_NA,cat_NA,cat_NA,0,12,2007,WD,Normal,270000,0
319,60,RL,9900,Pave,cat_NA,Reg,Low,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256,Gd,TA,PConc,Gd,TA,Gd,GLQ,987,Unf,0,360,7.206377291472252,GasA,Ex,Y,SBrkr,7.224753405767971,1274,0,7.881182202227102,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1993,RFn,3,6.487684018484611,TA,TA,Y,340,60,144,0,0,0,cat_NA,cat_NA,cat_NA,0,4,2009,WD,Normal,260000,0
320,80,RL,14115,Pave,cat_NA,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,BrkFace,225,TA,TA,CBlock,Gd,TA,Av,GLQ,1036,Unf,0,336,7.224753405767971,GasA,TA,Y,SBrkr,7.29505641646263,0,0,7.29505641646263,1,0,2,0,3,1,TA,6,Typ,2,TA,Attchd,1980,Unf,2,6.3784261836515865,TA,TA,Y,233,48,0,0,0,0,cat_NA,cat_NA,cat_NA,0,6,2009,WD,Normal,187500,0
321,60,RL,16259,Pave,cat_NA,Reg,Lvl,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,370,TA,TA,PConc,Ex,Gd,Av,Unf,0,Unf,0,1249,7.1308988302963465,GasA,Ex,Y,SBrkr,7.1308988302963465,1347,0,7.862112211662748,0,0,3,1,4,1,Gd,9,Typ,0,cat_NA,Attchd,2006,RFn,3,6.734591659972948,TA,TA,Y,240,154,0,0,0,0,cat_NA,cat_NA,cat_NA,0,9,2006,New,Partial,342643,0
322,60,RL,12099,Pave,cat_NA,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388,Gd,TA,PConc,Ex,TA,Av,GLQ,970,Unf,0,166,7.036148493750536,GasA,Ex,Y,SBrkr,7.036148493750536,1332,0,7.81156848934518,1,0,2,1,4,1,Gd,10,Typ,1,Gd,BuiltIn,2004,Fin,3,6.771935555839602,TA,TA,Y,184,154,0,0,0,0,cat_NA,cat_NA,cat_NA,0,6,2007,WD,Normal,354000,0
323,60,RL,10380,Pave,cat_NA,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,BrkFace,172,Gd,TA,CBlock,TA,TA,Gd,LwQ,28,ALQ,1474,0,7.315218389752975,GasA,Ex,Y,SBrkr,7.348587530927593,1177,0,7.912423121473705,1,0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1987,Fin,2,6.3578422665081,TA,TA,Y,201,96,0,0,0,0,cat_NA,MnPrv,cat_NA,0,8,2007,WD,Normal,301000,0
324,20,RM,5820,Pave,cat_NA,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,256,Unf,0,906,7.0587581525186645,GasA,Ex,Y,SBrkr,7.059617628291383,0,0,7.059617628291383,1,0,1,0,3,1,TA,6,Typ,0,cat_NA,Attchd,1955,Unf,1,5.3981627015177525,Fa,TA,Y,142,98,0,0,0,0,cat_NA,cat_NA,cat_NA,0,7,2006,WD,Normal,126175,0
325,80,RL,11275,Pave,cat_NA,Reg,Lvl,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,BrkFace,300,Gd,Gd,CBlock,Gd,TA,No,Unf,0,Unf,0,710,6.566672429803241,GasA,Ex,Y,SBrkr,7.549082710812286,1080,0,7.999342952713282,0,0,2,1,5,1,Gd,11,Typ,1,Gd,BuiltIn,1961,Fin,2,6.336825731146441,TA,TA,Y,240,0,0,0,0,0,cat_NA,cat_NA,cat_NA,0,6,2010,WD,Normal,242000,0
326,45,RM,5000,Pave,cat_NA,Reg,Lvl,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,116,Unf,0,604,6.580639137284949,GasA,Po,N,FuseF,6.6895992691789665,0,0,6.6895992691789665,0,0,1,0,2,1,TA,5,Typ,0,cat_NA,Detchd,1941,Unf,2,5.8888779583328805,TA,TA,Y,0,0,244,0,0,0,cat_NA,cat_NA,cat_NA,0,12,2007,WD,Normal,87000,0
327,120,RL,10846,Pave,cat_NA,IR1,Lvl,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1619,Unf,0,100,7.450079569807499,GasA,Ex,Y,SBrkr,7.450079569807499,0,0,7.450079569807499,2,0,1,1,1,1,Gd,6,Typ,2,Gd,Attchd,1993,Fin,2,6.161207321695077,TA,TA,Y,122,30,0,0,0,0,cat_NA,cat_NA,cat_NA,0,5,2008,Con,Normal,324000,0
328,20,RL,11600,Pave,cat_NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,175,TA,TA,CBlock,TA,TA,No,Rec,565,Unf,0,818,7.232733136177615,GasA,TA,Y,SBrkr,7.232733136177615,0,0,7.232733136177615,0,0,1,1,3,1,TA,7,Typ,0,cat_NA,Attchd,1960,RFn,1,5.680172609017068,TA,TA,Y,0,45,0,0,0,0,cat_NA,cat_NA,cat_NA,0,4,2006,WD,Normal,145250,0
329,75,RL,11888,Pave,Pave,IR1,Bnk,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,844,6.739336627357174,GasA,Gd,N,FuseA,7.27655640271871,689,0,7.666221925662725,0,0,2,0,5,1,Gd,10,Typ,0,cat_NA,Detchd,1930,Unf,2,6.091309882077698,TA,TA,Y,0,60,268,0,0,0,cat_NA,cat_NA,cat_NA,0,7,2009,WD,Normal,214500,0
330,70,RM,6402,Pave,cat_NA,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0,TA,TA,PConc,TA,TA,Mn,Unf,0,Unf,0,596,6.391917113392602,GasA,TA,N,SBrkr,6.391917113392602,596,0,7.084226422097916,0,0,1,0,3,1,TA,6,Typ,0,cat_NA,Detchd,1920,Unf,1,5.247024072160486,Fa,Fa,N,0,0,137,0,0,0,cat_NA,GdWo,cat_NA,0,7,2009,WD,Normal,78000,0
331,90,RL,10624,Pave,cat_NA,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,84,TA,TA,CBlock,TA,TA,No,GLQ,40,Rec,264,1424,7.455298485683291,GasA,TA,Y,SBrkr,7.455298485683291,0,0,7.455298485683291,0,1,2,0,6,2,TA,10,Typ,0,cat_NA,Detchd,2002,Unf,1,5.8664680569332965,TA,TA,Y,155,0,0,0,0,0,cat_NA,cat_NA,cat_NA,0,11,2007,WD,Normal,119000,0
332,20,RL,8176,Pave,cat_NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,846,Unf,0,210,6.963189985870238,GasA,Fa,Y,SBrkr,6.963189985870238,0,0,6.963189985870238,1,0,1,0,3,1,TA,6,Typ,0,cat_NA,Attchd,1958,RFn,1,5.733341276897746,TA,TA,Y,0,0,0,0,0,0,cat_NA,cat_NA,cat_NA,0,8,2007,WD,Normal,139000,0
333,20,RL,10655,Pave,cat_NA,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296,Gd,TA,PConc,Gd,TA,No,GLQ,1124,cat_NA,479,1603,8.073091199693154,GasA,Ex,Y,SBrkr,7.396335293800808,0,0,7.396335293800808,1,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2003,RFn,3,6.78105762593618,TA,TA,Y,0,0,0,0,0,0,cat_NA,cat_NA,cat_NA,0,10,2009,WD,Normal,284000,0
334,120,RM,8198,Pave,cat_NA,Reg,Lvl,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,146,Gd,TA,PConc,Gd,TA,Av,GLQ,720,Unf,0,638,7.214504414151143,GasA,Ex,Y,SBrkr,7.214504414151143,0,0,7.214504414151143,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2004,RFn,2,6.184148890937483,TA,TA,Y,192,30,0,0,0,0,cat_NA,cat_NA,cat_NA,0,7,2008,WD,Normal,207000,0
335,60,RL,9042,Pave,cat_NA,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Gd,GLQ,828,Unf,0,115,6.8501261661455,GasA,Gd,Y,SBrkr,6.8501261661455,695,0,7.40184157874383,1,0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1998,Fin,2,6.159095388491933,TA,TA,Y,100,38,0,0,0,0,cat_NA,cat_NA,cat_NA,0,7,2008,WD,Normal,192000,0
336,190,RL,164660,Grvl,cat_NA,IR1,HLS,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,Gd,ALQ,1249,BLQ,147,103,7.313220387090301,GasA,Ex,Y,SBrkr,7.3901814282264295,167,0,7.488293515159428,2,0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,1965,Fin,2,6.272877006546167,TA,TA,Y,670,0,0,0,0,0,cat_NA,cat_NA,Shed,700,8,2008,WD,Normal,228950,0
337,20,RL,14157,Pave,cat_NA,IR1,HLS,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,200,Gd,TA,PConc,Ex,TA,Gd,GLQ,1249,Unf,0,673,7.56164174558878,GasA,Ex,Y,SBrkr,7.56164174558878,0,0,7.56164174558878,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2005,Fin,3,6.517671272912275,TA,TA,Y,178,51,0,0,0,0,cat_NA,cat_NA,cat_NA,0,7,2007,WD,Normal,377426,0
338,20,RL,9135,Pave,cat_NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113,Gd,TA,PConc,Gd,TA,Av,GLQ,810,Unf,0,726,7.337587743538596,GasA,Ex,Y,SBrkr,7.337587743538596,0,0,7.337587743538596,1,0,2,0,3,1,Gd,7,Typ,0,cat_NA,Attchd,2002,RFn,2,6.278521424165844,TA,TA,Y,192,74,0,0,0,0,cat_NA,cat_NA,cat_NA,0,12,2008,WD,Normal,214000,0
339,20,RL,14145,Pave,cat_NA,Reg,Lvl,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,213,Unf,0,995,7.097548850614793,GasA,Ex,Y,SBrkr,7.3914152346753585,0,0,7.3914152346753585,1,0,2,0,3,1,Gd,8,Typ,0,cat_NA,Attchd,1984,RFn,2,6.089044875446846,TA,TA,Y,108,45,0,0,0,0,cat_NA,cat_NA,Shed,400,5,2006,WD,Normal,202500,0
340,20,RL,12400,Pave,cat_NA,IR1,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,176,TA,TA,CBlock,TA,Fa,No,Rec,585,Unf,0,630,7.103322062526113,GasA,TA,Y,FuseA,7.103322062526113,0,0,7.103322062526113,0,0,1,0,3,1,TA,6,Typ,0,cat_NA,Attchd,1958,Unf,1,5.697093486505405,TA,TA,Y,0,0,0,0,234,0,cat_NA,cat_NA,cat_NA,0,6,2009,WD,Normal,155000,0
341,60,RL,14191,Pave,cat_NA,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,967,6.875232087276577,GasA,Ex,Y,SBrkr,6.901737206656574,915,0,7.554334823725748,0,0,2,1,4,1,Gd,9,Typ,0,cat_NA,Attchd,2002,Fin,2,6.068425588244111,TA,TA,Y,135,0,0,0,0,0,cat_NA,cat_NA,cat_NA,0,4,2010,WD,Normal,202900,0
342,20,RH,8400,Pave,cat_NA,Reg,Lvl,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0,Fa,Fa,CBlock,TA,Fa,No,Unf,0,Unf,0,721,6.582025138892826,GasA,Gd,Y,SBrkr,6.7357800142423265,0,0,6.7357800142423265,0,0,1,0,2,1,TA,4,Typ,0,cat_NA,CarPort,1950,Unf,1,5.68697535633982,TA,TA,N,250,0,24,0,0,0,cat_NA,cat_NA,cat_NA,0,9,2009,WD,Normal,82000,0
343,90,RL,8544,Pave,cat_NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340,TA,TA,Slab,cat_NA,cat_NA,cat_NA,cat_NA,0,cat_NA,0,0,0.0,Wall,Fa,N,FuseA,6.947937068614969,0,0,6.947937068614969,0,0,2,0,2,2,TA,6,Typ,0,cat_NA,Detchd,1949,Unf,2,5.993961427306569,TA,TA,Y,0,0,0,0,0,0,cat_NA,cat_NA,cat_NA,0,5,2006,WD,Normal,87500,0
344,120,RL,8849,Pave,cat_NA,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616,Ex,TA,PConc,Ex,TA,No,GLQ,28,Unf,0,1656,7.429520842786462,GasA,Ex,Y,SBrkr,7.429520842786462,0,0,7.429520842786462,0,0,2,0,2,1,Ex,6,Typ,1,Ex,Attchd,2005,RFn,2,6.336825731146441,TA,TA,Y,495,72,0,0,0,0,cat_NA,cat_NA,cat_NA,0,7,2008,WD,Normal,266000,0
