Id,MSSubClass,MSZoning,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,GarageYrBlt_NA
1798,20,RL,7350,Pave,cat_NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1958,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1041,6.948897222313312,GasA,Gd,Y,SBrkr,6.948897222313312,0,0,6.948897222313312,0,0,1,0,3,1,TA,6,Typ,0,cat_NA,Attchd,1958,RFn,1,5.68697535633982,TA,TA,Y,0,0,0,0,0,0,cat_NA,GdWo,cat_NA,0,3,2009,WD,Normal,,0
1799,20,RL,7200,Pave,cat_NA,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,Gd,No,ALQ,630,BLQ,102,0,6.597145701886651,GasA,TA,Y,SBrkr,6.597145701886651,0,0,6.597145701886651,1,0,1,0,2,1,TA,4,Typ,0,cat_NA,Detchd,1952,Unf,1,5.484796933490655,TA,TA,Y,0,68,0,0,0,0,cat_NA,cat_NA,cat_NA,0,9,2009,WD,Normal,,0
1800,80,RL,8000,Pave,cat_NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1959,1959,Gable,CompShg,BrkFace,Plywood,None,0,TA,TA,CBlock,Gd,TA,Av,GLQ,433,Rec,95,0,6.270988431858299,GasA,TA,Y,SBrkr,7.076653815443951,0,0,7.076653815443951,1,0,1,0,3,1,TA,6,Typ,0,cat_NA,Attchd,1959,RFn,1,5.666426688112432,TA,TA,Y,0,0,0,0,0,0,cat_NA,GdWo,cat_NA,0,7,2009,WD,Normal,,0
1801,50,RL,10800,Pave,cat_NA,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,4,7,1949,1996,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,832,6.725033642166843,GasA,TA,Y,FuseF,6.725033642166843,629,0,7.2875606403097235,0,0,2,0,4,1,TA,6,Typ,0,cat_NA,Detchd,1949,Unf,1,5.953243334287785,TA,TA,Y,0,204,0,0,0,0,cat_NA,cat_NA,cat_NA,0,8,2009,WD,Normal,,0
1802,50,RL,8064,Pave,cat_NA,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1948,1994,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,LwQ,120,Unf,0,744,6.762729506931879,GasA,TA,Y,SBrkr,6.970730078143525,0,431,7.310550158534422,0,0,1,0,3,1,TA,6,Typ,0,cat_NA,Detchd,1994,Unf,2,6.3578422665081,TA,TA,Y,180,36,0,0,0,0,cat_NA,cat_NA,cat_NA,0,8,2009,COD,Abnorml,,0
1803,60,RL,7570,Pave,cat_NA,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,420,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,780,6.660575149839686,GasA,TA,Y,SBrkr,6.901737206656574,813,0,7.499423290592229,0,0,1,1,4,1,TA,8,Typ,0,cat_NA,Attchd,1964,Unf,2,6.182084906716632,TA,TA,Y,0,55,0,0,0,0,cat_NA,cat_NA,cat_NA,0,3,2009,WD,Normal,,0
1804,90,RL,8604,Pave,cat_NA,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,124,TA,Gd,CBlock,Gd,TA,Av,GLQ,941,Unf,0,0,6.848005274576363,GasA,Gd,Y,SBrkr,6.848005274576363,0,0,6.848005274576363,1,0,1,0,2,1,Gd,4,Typ,0,cat_NA,Attchd,1978,Unf,2,6.336825731146441,TA,TA,Y,0,40,0,0,0,0,cat_NA,cat_NA,cat_NA,0,11,2009,WD,Normal,,0
1805,20,RL,7936,Pave,cat_NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,826,Unf,0,219,6.952728644624869,GasA,TA,Y,SBrkr,6.952728644624869,0,0,6.952728644624869,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1963,RFn,1,5.579729825986222,TA,TA,Y,0,0,0,0,0,0,cat_NA,cat_NA,cat_NA,0,4,2009,WD,Normal,,0
1806,50,RM,4080,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1935,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,901,6.804614520062624,GasA,Gd,Y,SBrkr,6.759255270663693,517,0,7.229113877793302,0,0,1,0,3,1,Gd,6,Typ,0,cat_NA,Detchd,1920,Unf,1,5.093750200806762,Fa,Fa,P,54,0,40,0,0,0,cat_NA,cat_NA,cat_NA,0,6,2009,WD,Normal,,0
1807,90,RM,10307,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,6,5,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Mn,LwQ,633,Unf,0,339,6.880384082186005,GasA,Gd,N,FuseA,6.880384082186005,972,0,7.573017256052546,1,0,2,0,4,2,TA,12,Typ,0,cat_NA,Detchd,1920,Unf,2,5.783825182329737,Fa,TA,N,0,28,169,0,0,0,cat_NA,cat_NA,cat_NA,0,6,2009,WD,Normal,,0
1808,50,RM,15660,Pave,cat_NA,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1910,2003,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,240,5.484796933490655,GasA,TA,Y,SBrkr,6.698268054115413,496,0,7.175489713624222,0,0,1,1,3,1,Gd,6,Typ,0,cat_NA,Detchd,1959,Unf,2,6.159095388491933,Fa,TA,N,0,0,0,0,0,0,cat_NA,MnPrv,cat_NA,0,7,2009,WD,Normal,,0
1809,70,RM,9900,Pave,cat_NA,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1910,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,504,6.22455842927536,GasA,Ex,Y,SBrkr,6.639875833826536,700,0,7.289610521451167,0,0,2,0,3,1,TA,7,Typ,0,cat_NA,cat_NA,1978,cat_NA,0,0.0,cat_NA,cat_NA,N,0,0,176,0,0,0,cat_NA,cat_NA,cat_NA,0,3,2009,WD,Normal,,1
1810,70,RM,6406,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,ALQ,421,Unf,0,269,6.53813982376767,GasA,TA,Y,FuseA,6.767343125265392,690,0,7.351799869057777,0,0,1,1,3,1,TA,7,Typ,1,Gd,Detchd,1939,Unf,2,5.993961427306569,TA,TA,Y,0,36,0,0,182,0,cat_NA,MnPrv,cat_NA,0,10,2009,WD,Normal,,0
1811,190,RM,7627,Pave,cat_NA,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,2fmCon,2Story,4,6,1920,1950,Gable,CompShg,AsbShng,AsbShng,None,0,Fa,TA,BrkTil,Fa,Po,No,Unf,0,Unf,0,600,6.398594934535208,GasA,Gd,N,SBrkr,7.00488198971286,600,0,7.43955930913332,0,0,2,0,4,2,Fa,8,Typ,0,cat_NA,cat_NA,1978,cat_NA,0,0.0,cat_NA,cat_NA,N,0,0,148,0,0,0,cat_NA,cat_NA,cat_NA,0,10,2009,WD,Normal,,1
1812,50,RM,10134,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,801,6.687108607866515,GasA,Gd,N,SBrkr,6.687108607866515,646,0,7.277938572945661,0,0,1,0,3,1,TA,6,Typ,0,cat_NA,cat_NA,1978,cat_NA,0,0.0,cat_NA,cat_NA,N,80,0,244,0,0,0,cat_NA,cat_NA,cat_NA,0,7,2009,WD,Normal,,1
1813,50,RM,6000,Pave,cat_NA,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1950,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Ex,CBlock,TA,TA,No,BLQ,384,Unf,0,384,6.645090969505644,GasA,TA,Y,FuseA,6.645090969505644,560,0,7.192182058713246,0,0,1,1,3,1,TA,6,Typ,0,cat_NA,Detchd,1950,Unf,1,5.733341276897746,TA,TA,Y,0,12,0,0,0,0,cat_NA,MnPrv,cat_NA,0,3,2009,WD,Normal,,0
1814,30,RM,7404,Pave,cat_NA,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,861,6.759255270663693,GasA,TA,Y,SBrkr,6.759255270663693,0,0,6.759255270663693,0,0,1,0,2,1,TA,5,Typ,0,cat_NA,Detchd,1920,Unf,2,5.666426688112432,TA,TA,N,0,0,128,0,0,0,cat_NA,cat_NA,cat_NA,0,11,2009,Oth,Normal,,0
1815,30,RM,5925,Pave,cat_NA,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,cat_NA,cat_NA,cat_NA,cat_NA,0,cat_NA,0,0,0.0,GasA,Fa,N,FuseA,6.418364935936212,0,0,6.418364935936212,0,0,1,0,1,1,TA,4,Typ,0,cat_NA,Detchd,1965,Unf,1,5.733341276897746,TA,Fa,N,0,0,25,0,0,0,cat_NA,cat_NA,cat_NA,0,10,2009,WD,Normal,,0
1816,30,RM,8520,Pave,cat_NA,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1923,1950,Gable,CompShg,Stucco,Stucco,None,0,Gd,TA,PConc,Fa,TA,No,Unf,0,Unf,0,624,6.437751649736401,GasA,TA,Y,SBrkr,6.675823221634848,0,0,6.675823221634848,0,0,1,0,2,1,TA,5,Typ,0,cat_NA,Detchd,1963,Unf,1,5.662960480135946,TA,TA,Y,0,0,81,0,0,0,cat_NA,GdWo,cat_NA,0,2,2009,WD,Normal,,0
1817,70,RM,9600,Pave,cat_NA,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,Gd,BrkTil,Fa,TA,No,Unf,0,Unf,0,677,6.519147287940395,GasA,TA,Y,SBrkr,6.726233402358747,677,0,7.32052696227274,0,0,2,0,3,1,Gd,7,Typ,0,cat_NA,Detchd,1974,Unf,2,6.580639137284949,TA,TA,N,0,0,160,0,0,0,cat_NA,cat_NA,cat_NA,0,6,2009,WD,Normal,,0
1818,70,RM,8400,Pave,cat_NA,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,6,7,1900,1950,Gable,CompShg,Stucco,BrkFace,None,0,TA,TA,BrkTil,Fa,Gd,Mn,Unf,0,Unf,0,917,6.822197390620491,GasA,Gd,Y,FuseA,6.994849985833071,917,0,7.60489448081162,0,0,2,0,3,1,Ex,8,Typ,0,cat_NA,Detchd,1930,Unf,1,5.8805329864007,TA,TA,Y,0,235,0,0,0,0,cat_NA,cat_NA,cat_NA,0,6,2009,WD,Normal,,0
1819,70,RM,3600,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1917,2007,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,624,6.437751649736401,GasA,Ex,Y,SBrkr,6.499787040655854,624,0,7.161622002939187,1,0,1,0,3,1,Ex,5,Typ,1,Gd,Attchd,1917,Unf,1,5.638354669333745,TA,TA,N,0,103,0,0,0,0,cat_NA,cat_NA,cat_NA,0,5,2009,WD,Normal,,0
1820,30,C (all),3300,Pave,cat_NA,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,3,1910,1950,Gable,CompShg,Stucco,Stucco,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,624,6.437751649736401,GasA,Ex,Y,SBrkr,6.705639094860003,0,0,6.705639094860003,0,0,1,0,2,1,TA,5,Typ,1,Gd,cat_NA,1978,cat_NA,0,0.0,cat_NA,cat_NA,N,0,33,0,0,0,0,cat_NA,cat_NA,cat_NA,0,6,2009,WD,Normal,,1
1821,50,RM,5400,Pave,cat_NA,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Fa,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,972,6.880384082186005,GasA,Ex,Y,SBrkr,6.951772164398911,0,436,7.300472814267799,0,0,1,0,3,1,TA,6,Typ,0,cat_NA,Detchd,1920,Unf,1,5.337538079701318,Fa,TA,Y,0,0,176,0,0,0,cat_NA,cat_NA,cat_NA,0,9,2009,ConLI,Family,,0
1822,70,RM,9720,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,2002,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,741,6.60934924316738,GasA,Ex,Y,SBrkr,6.660575149839686,741,0,7.3277805384216315,0,0,1,0,4,1,Gd,8,Typ,0,cat_NA,Detchd,1950,Unf,3,6.46302945692067,TA,TA,Y,0,0,238,0,0,0,cat_NA,MnPrv,cat_NA,0,9,2009,WD,Normal,,0
1823,30,C (all),9392,Pave,cat_NA,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,3,1900,1950,Mansard,CompShg,AsbShng,AsbShng,None,0,TA,Fa,CBlock,Fa,TA,No,Unf,0,Unf,0,245,5.5053315359323625,GasA,TA,N,SBrkr,6.682108597449809,0,0,6.682108597449809,0,0,1,0,2,1,TA,5,Typ,0,cat_NA,cat_NA,1978,cat_NA,0,0.0,cat_NA,cat_NA,N,0,36,94,0,0,0,cat_NA,cat_NA,cat_NA,0,9,2009,WD,Abnorml,,1
1824,30,RL,6615,Pave,cat_NA,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,6,1923,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1022,6.930494765951626,GasA,TA,N,FuseA,7.267525427828172,0,0,7.267525427828172,0,0,1,0,3,1,Gd,6,Typ,1,Gd,BuiltIn,1923,Unf,1,5.37989735354046,Fa,TA,Y,266,61,0,0,0,0,cat_NA,GdWo,cat_NA,0,9,2009,WD,Normal,,0
1825,70,RL,4960,Pave,cat_NA,Reg,Lvl,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,5,7,1930,1982,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,297,5.697093486505405,GasA,Ex,Y,SBrkr,6.90975328164481,653,0,7.411556287811163,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1955,Unf,1,5.820082930352362,TA,TA,N,244,60,0,0,0,0,cat_NA,cat_NA,cat_NA,0,5,2009,WD,Normal,,0
1826,50,RM,6000,Pave,cat_NA,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1924,1950,Gable,CompShg,Stucco,Stucco,BrkFace,444,TA,TA,BrkTil,TA,TA,No,Rec,220,Unf,0,248,6.150602768446279,GasA,Gd,Y,SBrkr,6.71295620067707,320,0,7.04141166379481,0,0,1,0,3,1,TA,6,Typ,0,cat_NA,Attchd,1924,Fin,1,5.771441123130016,TA,TA,Y,0,0,98,0,0,0,cat_NA,cat_NA,cat_NA,0,6,2009,WD,Normal,,0
1827,30,RM,6120,Pave,cat_NA,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,6,1925,1999,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,960,6.8679744089702925,GasA,Gd,Y,SBrkr,6.903747257584598,0,0,6.903747257584598,0,0,1,0,2,1,TA,5,Typ,0,cat_NA,Detchd,1926,Unf,1,5.579729825986222,TA,TA,Y,0,15,51,0,0,0,cat_NA,MnPrv,cat_NA,0,3,2009,WD,Abnorml,,0
1828,50,RM,6120,Pave,cat_NA,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Fa,No,LwQ,273,Unf,0,679,6.859614903654202,GasA,TA,Y,FuseA,6.902742737158593,588,0,7.367077059881012,0,0,2,0,3,1,TA,6,Typ,1,Gd,Detchd,1938,Unf,1,5.5254529391317835,Fa,TA,Y,189,0,34,150,0,0,cat_NA,cat_NA,cat_NA,0,2,2009,WD,Normal,,0
1829,30,RM,8635,Pave,cat_NA,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,5,1925,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Fa,BrkTil,TA,TA,No,LwQ,134,Unf,0,938,6.9782137426306985,GasA,TA,Y,SBrkr,6.9782137426306985,0,0,6.9782137426306985,1,0,1,0,2,1,TA,5,Typ,0,cat_NA,Detchd,1982,Unf,5,7.077498053569231,Fa,TA,P,0,0,105,0,0,0,cat_NA,cat_NA,cat_NA,0,8,2009,WD,Normal,,0
1830,70,RM,8094,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,1048,6.955592608396297,GasA,Gd,Y,FuseA,6.955592608396297,720,0,7.478169694159785,0,0,2,0,3,1,TA,8,Typ,0,cat_NA,Detchd,1930,Unf,2,6.3578422665081,Fa,Fa,Y,0,0,150,0,0,0,cat_NA,cat_NA,cat_NA,0,6,2009,WD,Normal,,0
1831,70,RM,9928,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,672,6.511745329644728,GasA,Fa,Y,SBrkr,7.149131598557407,672,0,7.573017256052546,0,0,2,0,3,1,TA,8,Min2,0,cat_NA,Detchd,1915,Unf,1,5.37989735354046,TA,TA,N,24,28,0,0,0,0,cat_NA,cat_NA,Shed,400,6,2009,WD,Normal,,0
1832,90,RM,3000,Pave,Grvl,Reg,Bnk,Inside,Gtl,OldTown,Norm,Norm,Duplex,2Story,5,1,1922,1950,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,1040,6.947937068614969,GasA,TA,N,SBrkr,6.9930151229329605,1040,0,7.663407664893479,0,0,2,0,4,2,TA,11,Sev,0,cat_NA,cat_NA,1978,cat_NA,0,0.0,cat_NA,cat_NA,Y,0,56,0,0,0,0,cat_NA,cat_NA,cat_NA,0,9,2009,WD,Abnorml,,1
1833,70,RM,6876,Pave,cat_NA,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,Fa,No,BLQ,522,Unf,0,198,6.580639137284949,GasA,Fa,Y,SBrkr,7.044905117129371,784,0,7.565793282428515,1,0,2,0,4,1,TA,8,Typ,0,cat_NA,Attchd,1927,Unf,1,5.75890177387728,TA,TA,Y,0,0,213,0,0,0,cat_NA,MnPrv,cat_NA,0,8,2009,WD,Normal,,0
1834,70,RM,5775,Pave,cat_NA,IR2,Bnk,Corner,Mod,OldTown,Feedr,Norm,1Fam,2Story,6,7,1915,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,483,6.182084906716632,GasA,Ex,Y,SBrkr,6.60934924316738,686,0,7.2640301428995295,0,0,1,0,3,1,Gd,7,Typ,0,cat_NA,Attchd,1915,Unf,1,5.940171252720432,TA,TA,Y,0,24,112,0,0,0,cat_NA,cat_NA,cat_NA,0,2,2009,WD,Normal,,0
1835,190,RM,5852,Pave,cat_NA,IR3,Bnk,Corner,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,5,1902,2000,Gable,CompShg,MetalSd,MetalSd,Stone,188,TA,Fa,BrkTil,TA,Fa,No,Rec,169,Unf,0,851,6.928537818164665,GasA,TA,N,FuseF,6.88653164253051,886,0,7.5310163320779155,0,0,2,1,6,1,TA,9,Typ,0,cat_NA,cat_NA,1978,cat_NA,0,0.0,cat_NA,cat_NA,N,0,188,102,0,0,0,cat_NA,cat_NA,cat_NA,0,5,2009,WD,Normal,,1
1836,50,RM,5160,Pave,cat_NA,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Fa,BrkTil,TA,TA,No,Unf,0,Unf,0,1204,7.094234845924755,GasA,TA,Y,FuseA,7.094234845924755,462,0,7.418780882750794,0,0,1,0,3,1,TA,4,Typ,0,cat_NA,Detchd,1927,Unf,1,5.953243334287785,Fa,TA,Y,0,0,148,0,0,0,cat_NA,cat_NA,cat_NA,0,8,2009,WD,Normal,,0
1837,85,RM,5160,Pave,Grvl,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SFoyer,4,6,1923,1950,Hip,CompShg,MetalSd,MetalSd,None,0,TA,Gd,PConc,Gd,Fa,Av,BLQ,749,Rec,63,46,6.755768921984256,GasA,TA,Y,SBrkr,6.794586580876499,0,0,6.794586580876499,1,0,1,0,1,1,Gd,5,Min2,0,cat_NA,cat_NA,1978,cat_NA,0,0.0,cat_NA,cat_NA,N,0,0,105,0,160,0,cat_NA,cat_NA,cat_NA,0,7,2009,COD,Abnorml,,1
1838,190,RM,10320,Pave,Grvl,Reg,Bnk,Inside,Gtl,IDOTRR,Artery,Norm,2fmCon,2Story,6,7,1915,1965,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Rec,276,ALQ,262,160,6.54965074223381,GasA,Ex,Y,FuseF,6.626717749249025,649,0,7.247080584585756,1,0,1,1,3,1,TA,7,Typ,0,cat_NA,Detchd,1915,Unf,1,5.733341276897746,TA,TA,Y,0,0,288,0,0,0,cat_NA,cat_NA,cat_NA,0,2,2009,WD,Normal,,0
1839,20,RL,4280,Pave,cat_NA,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,9,1946,2001,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,Fa,TA,No,Unf,0,Unf,0,560,6.329720905522696,GasA,Ex,Y,FuseA,6.558197802812269,0,0,6.558197802812269,0,1,1,0,2,1,Fa,4,Typ,0,cat_NA,CarPort,1946,Unf,1,5.3981627015177525,TA,TA,Y,0,0,24,0,0,0,cat_NA,cat_NA,cat_NA,0,9,2009,WD,Normal,,0
1840,90,RL,10800,Pave,cat_NA,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,None,0,TA,Gd,CBlock,Gd,Gd,Gd,GLQ,1200,Unf,0,0,7.0909098220799835,GasA,TA,Y,SBrkr,7.0909098220799835,0,0,7.0909098220799835,3,0,3,0,3,1,TA,5,Typ,0,cat_NA,cat_NA,1978,cat_NA,0,0.0,cat_NA,cat_NA,Y,120,0,0,0,0,0,cat_NA,cat_NA,cat_NA,0,3,2009,WD,Alloca,,1
1841,90,RL,10547,Pave,cat_NA,IR1,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5,5,1978,1978,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,PConc,Gd,Gd,Gd,GLQ,1152,Unf,0,0,7.050122520269059,GasA,TA,Y,SBrkr,7.050122520269059,0,0,7.050122520269059,2,0,2,0,2,2,TA,6,Typ,0,cat_NA,Detchd,1960,Unf,1,5.53338948872752,TA,Fa,N,0,0,0,0,0,0,cat_NA,cat_NA,cat_NA,0,7,2009,WD,Normal,,0
1842,50,RL,9780,Pave,cat_NA,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,3,1934,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,585,6.373319789577012,GasA,TA,N,FuseA,6.5337888379333435,425,0,7.014814351275545,1,0,2,0,4,1,TA,6,Typ,0,cat_NA,Detchd,1934,Unf,1,5.424950017481403,Po,Po,N,0,0,0,0,0,0,cat_NA,cat_NA,cat_NA,0,3,2009,WD,Normal,,0
1843,20,RL,11625,Pave,cat_NA,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,172,TA,TA,CBlock,TA,TA,No,BLQ,527,Unf,0,525,6.959398512133975,GasA,TA,Y,SBrkr,6.959398512133975,0,0,6.959398512133975,0,0,1,1,3,1,TA,6,Typ,1,Po,Attchd,1984,Fin,1,6.505784060128229,TA,TA,Y,0,215,0,0,0,0,cat_NA,cat_NA,cat_NA,0,4,2009,WD,Abnorml,,0
1844,85,RL,8014,Pave,cat_NA,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,5,1978,1978,Gable,CompShg,Plywood,HdBoard,BrkFace,23,TA,TA,CBlock,Gd,TA,Gd,GLQ,456,Unf,0,0,6.124683390894205,GasA,TA,Y,SBrkr,6.942156705699469,0,0,6.942156705699469,0,1,1,0,3,1,TA,5,Typ,1,Fa,Basment,1978,Fin,2,6.22455842927536,TA,TA,Y,0,0,0,0,0,0,cat_NA,cat_NA,cat_NA,0,6,2009,WD,Normal,,0
